ranking,title,artist,year,artist_first,lyrics_url
64,Paparazzi,Lady Gaga,2010,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/paparazzi.html
65,Tie Me Down,New Boyz Featuring Ray J,2010,New Boyz,https://www.azlyrics.com/lyrics/newboyz/tiemedown.html
66,Your Love,Nicki Minaj,2010,Nicki Minaj,https://www.azlyrics.com/lyrics/nickiminaj/yourlove.html
67,Party In The U.S.A.,Miley Cyrus,2010,Miley Cyrus,https://www.azlyrics.com/lyrics/tokyopoliceclub/partyintheusa.html
68,Deuces,Chris Brown Featuring Tyga & Kevin McCall,2010,Chris Brown,https://www.azlyrics.com/lyrics/chrisbrown/deuces.html
69,3,Britney Spears,2010,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/3.html
70,Impossible,Shontelle,2010,Shontelle,https://www.azlyrics.com/lyrics/shontelle/impossible.html
71,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",2010,Drake,https://www.azlyrics.com/lyrics/drake/forever.html
72,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,2010,Boys Like Girls,https://www.azlyrics.com/lyrics/boyslikegirls/twoisbetterthanone.html
73,My First Kiss,3OH!3 Featuring Ke$ha,2010,3OH!3,NA
74,Already Gone,Kelly Clarkson,2010,Kelly Clarkson,https://www.azlyrics.com/lyrics/kellyclarkson/alreadygone.html
75,Rock That Body,The Black Eyed Peas,2010,The Black Eyed Peas,NA
76,Secrets,OneRepublic,2010,OneRepublic,https://www.azlyrics.com/lyrics/onerepublic/secrets.html
77,Naturally,Selena Gomez & The Scene,2010,Selena Gomez,https://www.azlyrics.com/lyrics/selenagomezthescene/naturally.html
78,Un-Thinkable (I'm Ready),Alicia Keys,2010,Alicia Keys,https://www.azlyrics.com/lyrics/aliciakeys/unthinkableimready.html
79,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",2010,DJ Khaled,https://www.azlyrics.com/lyrics/djkhaled/allidoiswin.html
80,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",2010,Kevin Rudolf,https://www.azlyrics.com/lyrics/kevinrudolf/imadeitcashmoneyheroes.html
81,Stuck Like Glue,Sugarland,2010,Sugarland,https://www.azlyrics.com/lyrics/sugarland/stucklikeglue.html
82,Hey Daddy (Daddy's Home),Usher Featuring Plies,2010,Usher,https://www.azlyrics.com/lyrics/usher/heydaddydaddyshome.html
83,There Goes My Baby,Usher,2010,Usher,https://www.azlyrics.com/lyrics/usher/theregoesmybaby.html
84,Today Was A Fairytale,Taylor Swift,2010,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/todaywasafairytale.html
85,Say Something,Timbaland Featuring Drake,2010,Timbaland,https://www.azlyrics.com/lyrics/timbaland/saysomething.html
86,Sweet Dreams,Beyonce,2010,Beyoncé,https://www.azlyrics.com/lyrics/beyonceknowles/sweetdreams.html
87,Use Somebody,Kings Of Leon,2010,Kings Of Leon,https://www.azlyrics.com/lyrics/kingsofleon/usesomebody.html
88,Undo It,Carrie Underwood,2010,Carrie Underwood,https://www.azlyrics.com/lyrics/carrieunderwood/undoit.html
89,Eenie Meenie,Sean Kingston & Justin Bieber,2010,Sean Kingston,https://www.azlyrics.com/lyrics/seankingston/eeniemeenie.html
90,Right Above It,Lil Wayne Featuring Drake,2010,Lil Wayne,https://www.azlyrics.com/lyrics/lilwayne/rightaboveit.html
91,The House That Built Me,Miranda Lambert,2010,Miranda Lambert,https://www.azlyrics.com/lyrics/mirandalambert/thehousethatbuiltme.html
92,If I Die Young,The Band Perry,2010,The Band Perry,https://www.azlyrics.com/lyrics/bandperry/ifidieyoung.html
93,The Only Exception,Paramore,2010,Paramore,https://www.azlyrics.com/lyrics/paramore/theonlyexception.html
94,American Honey,Lady Antebellum,2010,Lady Antebellum,https://www.azlyrics.com/lyrics/ladyantebellum/americanhoney.html
95,King Of Anything,Sara Bareilles,2010,Sara Bareilles,https://www.azlyrics.com/lyrics/sarabareilles/kingofanything.html
96,Life After You,Daughtry,2010,Daughtry,https://www.azlyrics.com/lyrics/daughtry/lifeafteryou.html
97,Smile,Uncle Kracker,2010,Uncle Kracker,https://www.azlyrics.com/lyrics/unclekracker/smile.html
98,Teach Me How To Dougie,Cali Swag District,2010,Cali Swag District,https://www.azlyrics.com/lyrics/caliswagdistrict/teachmehowtodougie.html
99,Try Sleeping With A Broken Heart,Alicia Keys,2010,Alicia Keys,https://www.azlyrics.com/lyrics/aliciakeys/trysleepingwithabrokenheart.html
100,"Lover, Lover",Jerrod Niemann,2010,Jerrod Niemann,https://www.azlyrics.com/lyrics/jerrodniemann/loverlover.html
1,Rolling In The Deep,Adele,2011,Adele,https://www.azlyrics.com/lyrics/adele/rollinginthedeep.html
2,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,LMFAO,https://www.azlyrics.com/lyrics/lmfao/partyrockanthem.html
3,Firework,Katy Perry,2011,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/firework.html
4,E.T.,Katy Perry Featuring Kanye West,2011,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/et-kanye.html
5,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",2011,Pitbull,https://www.azlyrics.com/lyrics/pitbull/givemeeverything.html
6,Grenade,Bruno Mars,2011,Bruno Mars,https://www.azlyrics.com/lyrics/brunomars/grenade.html
8,Super Bass,Nicki Minaj,2011,Nicki Minaj,https://www.azlyrics.com/lyrics/nickiminaj/superbass.html
9,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,Maroon 5,https://www.azlyrics.com/lyrics/maroon5/moveslikejagger.html
10,Just Can't Get Enough,The Black Eyed Peas,2011,The Black Eyed Peas,NA
11,On The Floor,Jennifer Lopez Featuring Pitbull,2011,Jennifer Lopez,https://www.azlyrics.com/lyrics/jenniferlopez/onthefloor.html
12,S&M,Rihanna,2011,Rihanna,https://www.azlyrics.com/lyrics/criscab/rihannasgun.html
13,Pumped Up Kicks,Foster The People,2011,Foster The People,https://www.azlyrics.com/lyrics/fosterthepeople/pumpedupkicks.html
14,Last Friday Night (T.G.I.F.),Katy Perry,2011,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/lastfridaynighttgif.html
15,Just The Way You Are,Bruno Mars,2011,Bruno Mars,https://www.azlyrics.com/lyrics/brunomars/justthewayyouare.html
16,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,2011,Enrique Iglesias,https://www.azlyrics.com/lyrics/enriqueiglesias/tonightimlovinyou.html
17,Raise Your Glass,P!nk,2011,P!nk,NA
18,Born This Way,Lady Gaga,2011,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/bornthisway.html
19,F**kin' Perfect,P!nk,2011,P!nk,NA
20,What's My Name?,Rihanna Featuring Drake,2011,Rihanna,https://www.azlyrics.com/lyrics/rihanna/whatsmyname.html
21,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,2011,Chris Brown,https://www.azlyrics.com/lyrics/chrisbrown/lookatmenow.html
22,Down On Me,Jeremih Featuring 50 Cent,2011,Jeremih,https://www.azlyrics.com/lyrics/jeremih/downonme.html
23,How To Love,Lil Wayne,2011,Lil Wayne,https://www.azlyrics.com/lyrics/lilwayne/howtolove.html
24,Someone Like You,Adele,2011,Adele,https://www.azlyrics.com/lyrics/adele/someonelikeyou.html
25,Good Life,OneRepublic,2011,OneRepublic,https://www.azlyrics.com/lyrics/onerepublic/goodlife.html
26,The Lazy Song,Bruno Mars,2011,Bruno Mars,https://www.azlyrics.com/lyrics/brunomars/thelazysong.html
27,Till The World Ends,Britney Spears,2011,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/tilltheworldends.html
28,The Show Goes On,Lupe Fiasco,2011,Lupe Fiasco,https://www.azlyrics.com/lyrics/lupefiasco/theshowgoeson.html
29,The Edge Of Glory,Lady Gaga,2011,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/theedgeofglory.html
30,We R Who We R,Ke$ha,2011,Ke$ha,NA
31,Black And Yellow,Wiz Khalifa,2011,Wiz Khalifa,https://www.azlyrics.com/lyrics/wizkhalifa/blackandyellowgmix.html
32,Tonight Tonight,Hot Chelle Rae,2011,Hot Chelle Rae,https://www.azlyrics.com/lyrics/hotchellerae/tonighttonight.html
33,Blow,Ke$ha,2011,Ke$ha,NA
34,Lighters,Bad Meets Evil Featuring Bruno Mars,2011,Bad Meets Evil,https://www.azlyrics.com/lyrics/badmeetsevil/lighters.html
35,If I Die Young,The Band Perry,2011,The Band Perry,https://www.azlyrics.com/lyrics/bandperry/ifidieyoung.html
36,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,2011,Gym Class Heroes,https://www.azlyrics.com/lyrics/gymclassheroes/stereohearts.html
37,The Time (Dirty Bit),The Black Eyed Peas,2011,The Black Eyed Peas,https://www.azlyrics.com/lyrics/blackeyedpeas/thetimethedirtybit.html
38,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,2011,Diddy - Dirty Money,https://www.azlyrics.com/lyrics/diddydirtymoney/cominghome.html
39,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,2011,Pitbull,https://www.azlyrics.com/lyrics/pitbull/heybabydropittothefloor.html
40,Only Girl (In The World),Rihanna,2011,Rihanna,https://www.azlyrics.com/lyrics/rihanna/onlygirlintheworld.html
41,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,2011,Lil Wayne,https://www.azlyrics.com/lyrics/lilwayne/6foot7foot.html
42,Just A Kiss,Lady Antebellum,2011,Lady Antebellum,https://www.azlyrics.com/lyrics/ladyantebellum/justakiss.html
43,Dirt Road Anthem,Jason Aldean,2011,Jason Aldean,https://www.azlyrics.com/lyrics/jasonaldean/dirtroadanthem.html
44,Dynamite,Taio Cruz,2011,Taio Cruz,https://www.azlyrics.com/lyrics/taiocruz/dynamite.html
45,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,2011,Waka Flocka Flame,https://www.azlyrics.com/lyrics/wakaflockaflame/nohands.html
46,I Wanna Go,Britney Spears,2011,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/iwannago.html
47,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",2011,DJ Khaled,https://www.azlyrics.com/lyrics/djkhaled/imonone.html
48,You Make Me Feel...,Cobra Starship Featuring Sabi,2011,Cobra Starship,https://www.azlyrics.com/lyrics/cobrastarship/youmakemefeel.html
49,Yeah 3X,Chris Brown,2011,Chris Brown,https://www.azlyrics.com/lyrics/chrisbrown/yeah3x.html
50,Moment 4 Life,Nicki Minaj Featuring Drake,2011,Nicki Minaj,https://www.azlyrics.com/lyrics/nickiminaj/moment4life.html
51,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,2011,Dr. Dre,https://www.azlyrics.com/lyrics/drdre/ineedadoctor.html
52,Just A Dream,Nelly,2011,Nelly,https://www.azlyrics.com/lyrics/nelly/justadream.html
53,Motivation,Kelly Rowland Featuring Lil Wayne,2011,Kelly Rowland,https://www.azlyrics.com/lyrics/kellyrowland/motivation.html
54,Stereo Love,Edward Maya & Vika Jigulina,2011,Edward Maya,https://www.azlyrics.com/lyrics/edwardmaya/stereolove.html
55,Jar Of Hearts,Christina Perri,2011,Christina Perri,https://www.azlyrics.com/lyrics/christinaperri/jarofhearts.html
56,Roll Up,Wiz Khalifa,2011,Wiz Khalifa,https://www.azlyrics.com/lyrics/wizkhalifa/rollup.html
57,Sexy And I Know It,LMFAO,2011,LMFAO,https://www.azlyrics.com/lyrics/lmfao/sexyandiknowit.html
58,Rocketeer,Far*East Movement Featuring Ryan Tedder,2011,Far East Movement,https://www.azlyrics.com/lyrics/fareastmovement/rocketeer.html
59,All Of The Lights,Kanye West,2011,Kanye West,https://www.azlyrics.com/lyrics/kanyewest/allofthelights.html
60,Hold It Against Me,Britney Spears,2011,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/holditagainstme.html
61,More,Usher,2011,Usher,https://www.azlyrics.com/lyrics/usher/more.html
62,What The Hell,Avril Lavigne,2011,Avril Lavigne,https://www.azlyrics.com/lyrics/avrillavigne/whatthehell.html
63,Written In The Stars,Tinie Tempah Featuring Eric Turner,2011,Tinie Tempah,https://www.azlyrics.com/lyrics/tinietempah/writteninthestars.html
64,Bottoms Up,Trey Songz Featuring Nicki Minaj,2011,Trey Songz,https://www.azlyrics.com/lyrics/treysongz/bottomsup.html
65,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,2011,Usher,https://www.azlyrics.com/lyrics/usher/djgotusfallininlove.html
66,For The First Time,The Script,2011,The Script,https://www.azlyrics.com/lyrics/script/forthefirsttime.html
67,Honey Bee,Blake Shelton,2011,Blake Shelton,https://www.azlyrics.com/lyrics/blakeshelton/honeybee.html
68,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,2011,Jason Aldean,https://www.azlyrics.com/lyrics/jasonaldean/dontyouwannastay.html
69,We Found Love,Rihanna Featuring Calvin Harris,2011,Rihanna,https://www.azlyrics.com/lyrics/rihanna/wefoundlove.html
70,Pretty Girl Rock,Keri Hilson,2011,Keri Hilson,https://www.azlyrics.com/lyrics/kerihilson/prettygirlrock.html
71,You And I,Lady Gaga,2011,Lady Gaga,https://www.azlyrics.com/lyrics/ladygaga/youandi.html
72,Like A G6,Far*East Movement Featuring Cataracs & Dev,2011,Far East Movement,https://www.azlyrics.com/lyrics/fareastmovement/likeag6.html
73,Without You,David Guetta Featuring Usher,2011,David Guetta,https://www.azlyrics.com/lyrics/davidguetta/withoutyou.html
74,Back To December,Taylor Swift,2011,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/backtodecember.html
75,Teenage Dream,Katy Perry,2011,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/teenagedream.html
76,Crazy Girl,Eli Young Band,2011,Eli Young Band,https://www.azlyrics.com/lyrics/eliyoungband/crazygirl.html
77,Cheers (Drink To That),Rihanna,2011,Rihanna,https://www.azlyrics.com/lyrics/rihanna/cheersdrinktothat.html
78,Who Says,Selena Gomez & The Scene,2011,Selena Gomez,https://www.azlyrics.com/lyrics/selenagomez/whosays.html
79,Barefoot Blue Jean Night,Jake Owen,2011,Jake Owen,https://www.azlyrics.com/lyrics/jakeowen/barefootbluejeannight.html
80,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,2011,Zac Brown Band,https://www.azlyrics.com/lyrics/zacbrownband/kneedeep.html
81,Country Girl (Shake It For Me),Luke Bryan,2011,Luke Bryan,https://www.azlyrics.com/lyrics/lukebryan/countrygirlshakeitforme.html
82,Remind Me,Brad Paisley Duet With Carrie Underwood,2011,Brad Paisley Duet,NA
83,In The Dark,Dev,2011,Dev,https://www.azlyrics.com/lyrics/dev/inthedark.html
84,Backseat,New Boyz Featuring The Cataracs & Dev,2011,New Boyz,https://www.azlyrics.com/lyrics/newboyz/backseat.html
85,Headlines,Drake,2011,Drake,https://www.azlyrics.com/lyrics/drake/headlines.html
86,Best Thing I Never Had,Beyonce,2011,Beyoncé,https://www.azlyrics.com/lyrics/beyonceknowles/bestthingineverhad.html
87,Don't Wanna Go Home,Jason Derulo,2011,Jason Derulo,https://www.azlyrics.com/lyrics/jasonderulo/dontwannagohome.html
88,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,2011,David Guetta,https://www.azlyrics.com/lyrics/davidguetta/wherethemgirlsat.html
89,She Ain't You,Chris Brown,2011,Chris Brown,https://www.azlyrics.com/lyrics/chrisbrown/sheaintyou.html
90,Take A Back Road,Rodney Atkins,2011,Rodney Atkins,https://www.azlyrics.com/lyrics/rodneyatkins/takeabackroad.html
91,Please Don't Go,Mike Posner,2011,Mike Posner,https://www.azlyrics.com/lyrics/mikeposner/pleasedontgo.html
92,Sure Thing,Miguel,2011,Miguel,https://www.azlyrics.com/lyrics/blackpink/surething.html
93,Price Tag,Jessie J Featuring B.o.B,2011,Jessie J,https://www.azlyrics.com/lyrics/jessiej/pricetag.html
94,God Gave Me You,Blake Shelton,2011,Blake Shelton,https://www.azlyrics.com/lyrics/blakeshelton/godgavemeyou.html
95,She Will,Lil Wayne Featuring Drake,2011,Lil Wayne,https://www.azlyrics.com/lyrics/lilwayne/shewill.html
96,Are You Gonna Kiss Me Or Not,Thompson Square,2011,Thompson Square,https://www.azlyrics.com/lyrics/thompsonsquare/areyougonnakissmeornot.html
97,Animal,Neon Trees,2011,Neon Trees,https://www.azlyrics.com/lyrics/neontrees/animal.html
98,You And Tequila,Kenny Chesney Featuring Grace Potter,2011,Kenny Chesney,https://www.azlyrics.com/lyrics/kennychesney/youandtequila.html
99,Colder Weather,Zac Brown Band,2011,Zac Brown Band,https://www.azlyrics.com/lyrics/zacbrownband/colderweather.html
100,My Last,Big Sean Featuring Chris Brown,2011,Big Sean,https://www.azlyrics.com/lyrics/bigsean/mylast.html
1,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,Gotye,https://www.azlyrics.com/lyrics/gotye/somebodythatiusedtoknow.html
2,Call Me Maybe,Carly Rae Jepsen,2012,Carly Rae Jepsen,https://www.azlyrics.com/lyrics/carlyraejepsen/callmemaybe.html
3,We Are Young,fun. Featuring Janelle Monae,2012,fun.,https://www.azlyrics.com/lyrics/fun/weareyoung.html
4,Payphone,Maroon 5 Featuring Wiz Khalifa,2012,Maroon 5,https://www.azlyrics.com/lyrics/maroon5/payphone.html
5,Lights,Ellie Goulding,2012,Ellie Goulding,https://www.azlyrics.com/lyrics/bassnectar/lightselliegouldingremix.html
6,Glad You Came,The Wanted,2012,The Wanted,https://www.azlyrics.com/lyrics/wecameasromans/gladyoucame.html
7,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,Kelly Clarkson,https://www.azlyrics.com/lyrics/samanthajade/strongerwhatdoesntkillyou.html
8,We Found Love,Rihanna Featuring Calvin Harris,2012,Rihanna,https://www.azlyrics.com/lyrics/rihanna/wefoundlove.html
9,Starships,Nicki Minaj,2012,Nicki Minaj,https://www.azlyrics.com/lyrics/nickiminaj/starships.html
10,What Makes You Beautiful,One Direction,2012,One Direction,https://www.azlyrics.com/lyrics/onedirection/whatmakesyoubeautiful.html
11,Wild Ones,Flo Rida Featuring Sia,2012,Flo Rida,https://www.azlyrics.com/lyrics/florida/wildones.html
12,Set Fire To The Rain,Adele,2012,Adele,https://www.azlyrics.com/lyrics/adele/setfiretotherain.html
13,Sexy And I Know It,LMFAO,2012,LMFAO,https://www.azlyrics.com/lyrics/lmfao/sexyandiknowit.html
14,Some Nights,fun.,2012,fun.,https://www.azlyrics.com/lyrics/fun/somenights.html
15,Wide Awake,Katy Perry,2012,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/wideawake.html
16,Good Feeling,Flo Rida,2012,Flo Rida,https://www.azlyrics.com/lyrics/florida/goodfeeling.html
17,Whistle,Flo Rida,2012,Flo Rida,https://www.azlyrics.com/lyrics/florida/whistle.html
18,One More Night,Maroon 5,2012,Maroon 5,https://www.azlyrics.com/lyrics/maroon5/onemorenight.html
19,Drive By,Train,2012,Train,https://www.azlyrics.com/lyrics/train/driveby.html
20,The Motto,Drake Featuring Lil Wayne,2012,Drake,https://www.azlyrics.com/lyrics/drake/themotto.html
21,Where Have You Been,Rihanna,2012,Rihanna,https://www.azlyrics.com/lyrics/rihanna/wherehaveyoubeen.html
22,Everybody Talks,Neon Trees,2012,Neon Trees,https://www.azlyrics.com/lyrics/neontrees/everybodytalks.html
23,Take Care,Drake Featuring Rihanna,2012,Drake,https://www.azlyrics.com/lyrics/drake/takecare.html
24,Titanium,David Guetta Featuring Sia,2012,David Guetta,https://www.azlyrics.com/lyrics/davidguetta/titanium.html
25,I Won't Give Up,Jason Mraz,2012,Jason Mraz,https://www.azlyrics.com/lyrics/jasonmraz/iwontgiveup.html
26,It Will Rain,Bruno Mars,2012,Bruno Mars,https://www.azlyrics.com/lyrics/brunomars/itwillrain.html
27,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",2012,Kanye West,https://www.azlyrics.com/lyrics/kanyewest/mercy.html
28,Boyfriend,Justin Bieber,2012,Justin Bieber,https://www.azlyrics.com/lyrics/justinbieber/boyfriend.html
29,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2012,LMFAO,https://www.azlyrics.com/lyrics/lmfao/partyrockanthem.html
30,Too Close,Alex Clare,2012,Alex Clare,https://www.azlyrics.com/lyrics/alexclare/tooclose.html
31,Part Of Me,Katy Perry,2012,Katy Perry,https://www.azlyrics.com/lyrics/megannicole/partofme.html
32,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,2012,Snoop Dogg,https://www.azlyrics.com/lyrics/wizkhalifa/youngwildfree.html
33,We Are Never Ever Getting Back Together,Taylor Swift,2012,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/weareneverevergettingbacktogether.html
34,As Long As You Love Me,Justin Bieber Featuring Big Sean,2012,Justin Bieber,https://www.azlyrics.com/lyrics/justinbieber/aslongasyouloveme.html
35,Turn Me On,David Guetta Featuring Nicki Minaj,2012,David Guetta,https://www.azlyrics.com/lyrics/davidguetta/turningmeon.html
36,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2012,Maroon 5,https://www.azlyrics.com/lyrics/maroon5/moveslikejagger.html
37,Blow Me (One Last Kiss),P!nk,2012,P!nk,NA
38,Good Time,Owl City & Carly Rae Jepsen,2012,Owl City,https://www.azlyrics.com/lyrics/owlcity/goodtime.html
39,Give Your Heart A Break,Demi Lovato,2012,Demi Lovato,https://www.azlyrics.com/lyrics/demilovato/giveyourheartabreak.html
40,Ni**as in Paris,Jay Z Kanye West,2012,Jay Z Kanye West,https://www.azlyrics.com/lyrics/hacktivist/niggasinparis.html
41,The One That Got Away,Katy Perry,2012,Katy Perry,https://www.azlyrics.com/lyrics/katyperry/theonethatgotaway.html
42,Feel So Close,Calvin Harris,2012,Calvin Harris,https://www.azlyrics.com/lyrics/calvinharris/feelsoclose.html
43,Someone Like You,Adele,2012,Adele,https://www.azlyrics.com/lyrics/adele/someonelikeyou.html
44,Scream,Usher,2012,Usher,https://www.azlyrics.com/lyrics/usher/scream.html
45,Rack City,Tyga,2012,Tyga,https://www.azlyrics.com/lyrics/tyga/rackcity.html
46,Domino,Jessie J,2012,Jessie J,https://www.azlyrics.com/lyrics/jessiej/domino.html
47,Gangnam Style,PSY,2012,PSY,https://www.azlyrics.com/lyrics/psy/gangnamstyle.html
48,International Love,Pitbull Featuring Chris Brown,2012,Pitbull,https://www.azlyrics.com/lyrics/pitbull/internationallove.html
49,Home,Phillip Phillips,2012,Phillip Phillips,https://www.azlyrics.com/lyrics/phillipphillips/home.html
50,Without You,David Guetta Featuring Usher,2012,David Guetta,https://www.azlyrics.com/lyrics/davidguetta/withoutyou.html
51,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,2012,Gym Class Heroes,https://www.azlyrics.com/lyrics/gymclassheroes/assbackhome.html
52,Wanted,Hunter Hayes,2012,Hunter Hayes,https://www.azlyrics.com/lyrics/hunterhayes/wanted.html
53,Drunk On You,Luke Bryan,2012,Luke Bryan,https://www.azlyrics.com/lyrics/lukebryan/drunkonyou.html
54,No Lie,2 Chainz Featuring Drake,2012,2 Chainz,https://www.azlyrics.com/lyrics/2chainz/nolie.html
55,Want U Back,Cher Lloyd,2012,Cher Lloyd,https://www.azlyrics.com/lyrics/cherlloyd/wantuback.html
56,Don't Wake Me Up,Chris Brown,2012,Chris Brown,https://www.azlyrics.com/lyrics/chrisbrown/dontwakemeup.html
57,Dance (A$$),Big Sean Featuring Nicki Minaj,2012,Big Sean,https://www.azlyrics.com/lyrics/bigsean/dancea.html
58,Springsteen,Eric Church,2012,Eric Church,https://www.azlyrics.com/lyrics/ericchurch/springsteen.html
59,Brokenhearted,Karmin,2012,Karmin,https://www.azlyrics.com/lyrics/karmin/brokenhearted.html
60,Not Over You,Gavin DeGraw,2012,Gavin DeGraw,https://www.azlyrics.com/lyrics/brettyoung/notoveryou.html
61,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,2012,Gym Class Heroes,https://www.azlyrics.com/lyrics/gymclassheroes/stereohearts.html
62,Back In Time,Pitbull,2012,Pitbull,https://www.azlyrics.com/lyrics/pitbull/backintime.html
63,Work Out,J. Cole,2012,J. Cole,https://www.azlyrics.com/lyrics/jcole/workout.html
64,Rumour Has It,Adele,2012,Adele,https://www.azlyrics.com/lyrics/adele/rumourhasit.html
65,Let's Go,Calvin Harris Featuring Ne-Yo,2012,Calvin Harris,https://www.azlyrics.com/lyrics/calvinharris/letsgo.html
66,Good Girl,Carrie Underwood,2012,Carrie Underwood,https://www.azlyrics.com/lyrics/carrieunderwood/goodgirl.html
67,Pontoon,Little Big Town,2012,Little Big Town,https://www.azlyrics.com/lyrics/littlebigtown/pontoon.html
68,Ho Hey,The Lumineers,2012,The Lumineers,https://www.azlyrics.com/lyrics/lumineers/hohey.html
69,Paradise,Coldplay,2012,Coldplay,https://www.azlyrics.com/lyrics/coldplay/paradise.html
70,Blown Away,Carrie Underwood,2012,Carrie Underwood,https://www.azlyrics.com/lyrics/carrieunderwood/blownaway.html
71,Rolling In The Deep,Adele,2012,Adele,https://www.azlyrics.com/lyrics/adele/rollinginthedeep.html
72,Climax,Usher,2012,Usher,https://www.azlyrics.com/lyrics/usher/climax.html
73,"Work Hard, Play Hard",Wiz Khalifa,2012,Wiz Khalifa,https://www.azlyrics.com/lyrics/wizkhalifa/workhardplayhard.html
74,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012,Ne-Yo,https://www.azlyrics.com/lyrics/neyo/letmeloveyouuntilyoulearntoloveyourself.html
75,Pound The Alarm,Nicki Minaj,2012,Nicki Minaj,https://www.azlyrics.com/lyrics/nickiminaj/poundthealarm.html
76,Come Over,Kenny Chesney,2012,Kenny Chesney,https://www.azlyrics.com/lyrics/kennychesney/comeover.html
77,Heart Attack,Trey Songz,2012,Trey Songz,https://www.azlyrics.com/lyrics/treysongz/heartattack.html
78,Drank In My Cup,Kirko Bangz,2012,Kirko Bangz,https://www.azlyrics.com/lyrics/kirkobangz/drankinmycup.html
79,Birthday Cake,Rihanna Featuring Chris Brown,2012,Rihanna,https://www.azlyrics.com/lyrics/rihanna/birthdaycake.html
80,So Good,B.o.B,2012,B.o.B,https://www.azlyrics.com/lyrics/bob/sogood.html
81,50 Ways To Say Goodbye,Train,2012,Train,https://www.azlyrics.com/lyrics/train/50waystosaygoodbye.html
82,Red Solo Cup,Toby Keith,2012,Toby Keith,https://www.azlyrics.com/lyrics/tobykeith/redsolocup.html
83,Love You Like A Love Song,Selena Gomez & The Scene,2012,Selena Gomez,https://www.azlyrics.com/lyrics/selenagomezthescene/loveyoulikealovesong.html
84,Turn Up The Music,Chris Brown,2012,Chris Brown,https://www.azlyrics.com/lyrics/chrisbrown/turnupthemusic.html
85,Die Young,Ke$ha,2012,Ke$ha,NA
86,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,2012,T-Pain,https://www.azlyrics.com/lyrics/tpain/5oclock.html
87,A Thousand Years,Christina Perri,2012,Christina Perri,https://www.azlyrics.com/lyrics/christinaperri/athousandyears.html
88,Take A Little Ride,Jason Aldean,2012,Jason Aldean,https://www.azlyrics.com/lyrics/jasonaldean/takealittleride.html
89,You Da One,Rihanna,2012,Rihanna,https://www.azlyrics.com/lyrics/rihanna/youdaone.html
90,We Run The Night,Havana Brown Featuring Pitbull,2012,Havana Brown,https://www.azlyrics.com/lyrics/havanabrown/werunthenight.html
91,It's Time,Imagine Dragons,2012,Imagine Dragons,https://www.azlyrics.com/lyrics/imaginedragons/itstime.html
92,Cashin' Out,Ca$h Out,2012,Ca$h Out,NA
