ranking,title,artist,year,artist_first,lyrics_url,lyrics
97,0 To 100 / The Catch Up,Drake,2014,Drake,https://www.azlyrics.com/lyrics/drake/0to100thecatchup.html,"

[Part I: 0 to 100]
Fuck bein' on some chill shit
We go 0 to 100, nigga, real quick
They be on that rap-to-pay-the-bills shit
And I don't feel that shit, not even a little bit
Oh, Lord, know yourself, know your worth, nigga
My actions been louder than my words, nigga
How you so high, but still so down to Earth, nigga?
If niggas wanna do it, we can do it on their turf, nigga
Oh, Lord, I'm the rookie and the vet
Shout-out to the bitches out here holdin' down the set
All up in my phone, lookin' at pictures from the other night
She gon' be upset if she keep scrollin' to the left, dog
She gon' see some shit that she don't wanna see
She ain't ready for it
If I ain't the greatest, then I'm headed for it
That mean I'm way up (Way up)
Yeah, the 6 ain't friendly but that's where I lay up
This shit a motherfuckin' lay-up
I been Steph Curry with the shot
Been cookin' with the sauce, Chef Curry with the pot, boy
360 with the wrist, boy
Ayy, who the fuck them niggas is, boy?
OVO, man, we really with the shits, boy
Yeah, really with the shits
I should probably sign to Hit-Boy 'cause I got all the hits, boy
Fuck all that ""Drake, you gotta chill"" shit
I be on my Lil Mouse drill shit
Fuck all that rap-to-pay-your-bills shit
Yeah, I'm on some Raptors-pay-my-bills shit
All up on TV, I thought it'd make me richer
Wasn't payin' me enough, I needed somethin' quicker
So now I'm all in Niko basement puttin' work in on the phones
Either that or drive to Money Mart to make the pickups
Man, it's 2008, I'm tryna paint the picture
Comeback Season in the works and now I'm thinkin' bigger
I got 40 in the studio, every night, late night
Gotta watch that shit, don't want to make him sicker
That's my nigga
Oh, Lord, got a whole lot to show for it
I mean, we can really get it, we can go for it
I'm just here for the bucks and the billis, nigga
Don't make me kill one of the GOATs for it
I run this shit, they're like, ""Go Forrest
Run Forrest, run Forrest, go Forrest""
Yeah, I mean you already wrote for us
Damn, nigga, what's one more quote for us?
Oh, Lord, who else soundin' like this?
They ain't make me what I am, they just found me like this
I was ready... fuck that, I've been ready
Since my dad used to tell me
He was comin' to the house to get me
He ain't show up
Valuable lesson, man, I had to grow up
That's why I never ask for help
I'll do it for you niggas and do it for myself
I go 0 to 100, nigga, real quick
Real quick, whole squad on that real shit
0 to 100, nigga, real quick
Real quick, real fuckin' quick, nigga
0 to 100, nigga, real quick
Real quick, whole squad on that real shit
0 to 100, nigga, real quick
Real quick, real fuckin' quick, nigga[Part II: The Catch Up]
Whole squad on that real shit
Whole squad on that real shit
Whole squad on that real shit, yeah
The other night
Lavish Lee told me that I'm all these people listen to
She said they love me unconditional
Imagine how it feel to watch another nigga at the top
You know that if you wasn't you, you would be dissin' you, dog
Damn, okay, from that perspective
I see what you're talkin' 'bout, no way to soften that
'Cause me, I was tryna find out where I lost 'em at
But maybe I ain't lose 'em at all
Maybe I keep movin' forward and they're just stagnant
They ain't movin' at all
But when they need a favor, who do they call?
Maybe I'm searchin' for the problems
Askin' what was said and who was involved
Too focused on people's feedback and provin' 'em wrong
They say the shoe can always fit, no matter whose foot it's on
These days feel like I'm squeezin' in 'em
Whoever wore 'em before just wasn't thinkin' big enough
I'm 'bout to leave 'em with 'em
'Cause if I run in the game in these, man, the seams are splittin'
No pun intended but they're smellin' defeat in the air
Headed where nobody took it, who meetin' me there?
They tell him that he's talkin' crazy but he doesn't care
Bein' humble don't work as well as bein' aware
Listen up, boy, you're better off eavesdroppin'
We already got spring 2015 poppin'
PND droppin', Reps-up P droppin'
Majid Jordan droppin', OB droppin', not to mention me droppin'
Feel like we paid the refs off, man, we fixed the game
Me and Noel been at it before Twitter names
Yeah, been on the move like the lease is up
And I can't even name one person that's keepin' up
Damn, fuck how it was in the past tense
Ask yourself, how do we match up now?
'Cause I'm only 27 and I'm only gettin' better
If I haven't passed you yet, watch me catch up now, for real
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
"
98,I Don't Dance,Lee Brice,2014,Lee Brice,https://www.azlyrics.com/lyrics/leebrice/idontdance.html,"

I'll never settle down,
That's what I always thought
Yeah, I was that kind of man,
Just ask anyone
I don't dance, But here I am
Spinning you round and round in circles
It Ain't my style, but I don't care
I'd do anything with you anywhere
Guess you got me in the palm of your hand
Cause, I don't dance
Love's never come my way,
I've never been this far
But you took these two left feet
And waltzed away with my heart
No, I don't dance, but here I am
Spinning you round and round in circles
It ain't my style, but I don't care
I'd do anything with you anywhere
Guess you got me in the palm of your hand, girl
Cause, I don't dance
Ohhh
I don't dance
Ooooh
I don't dance, but here I am
Spinning you round and round in circles
It ain't my style, but I don't care
I'd do anything with you anywhere
I don't dance, but here I am
Spinning you round and around in circles
It ain't my style, but I don't care
I'd do anything with you anywhere
Yah, you got me in the palm of your hand, girl
Cause, I don't dance
Ooh,
No...
Ooooh...
"
99,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,2014,Miranda Lambert Duet,NA,NA
100,Adore You,Miley Cyrus,2014,Miley Cyrus,https://www.azlyrics.com/lyrics/mileycyrus/adoreyou.html,"

Oh, hey, oh
Baby, baby, yeah, are you listening?
Wondering where you've been all my life
I just started living
Oh, baby, are you listening?
When you say you love me
Know I love you more
And when you say you need me
Know I need you more
Boy, I adore you, I adore you
Baby, can you hear me?
When I'm crying out for you
I'm scared oh, so scared
But when you're near me
I feel like I'm standing with an army
Of men armed with weapons, hey, oh
When you say you love me
Know I love you more
And when you say you need me
Know I need you more
Boy, I adore you, I adore you
I love lying next to you
I could do this for eternity
You and me - we're meant to be
In holy matrimony
God knew exactly what he was doing
When he led me to you
When you say you love me
Know I love you more (I love you more)
And when you say you need me
Know I need you more
Boy, I adore you, I adore you
When you say you love me
Know I love you more
And when you say you need me
Know I need you more
Boy, I adore you, I adore you
"
1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015,Mark Ronson,https://www.azlyrics.com/lyrics/markronson/uptownfunk.html,"

Doh
Doh doh doh, doh doh doh, doh doh
Doh doh doh, doh doh doh, doh doh
Doh doh doh, doh doh doh, doh doh
Doh doh doh, doh duh (Aaaaaaow!)
This hit
That ice cold
Michelle Pfeiffer
That white gold
This one for them hood girls
Them good girls
Straight masterpieces
Stylin', wiling
Livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself I'm so pretty
I'm too hot (hot damn)
Call the police and the fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (hot damn)
Say my name you know who I am
I'm too hot (hot damn)
And my band 'bout that money
Break it down...
Girls hit your hallelujah (ooh)
Girls hit your hallelujah (ooh)
Girls hit your hallelujah (ooh)
'Cause uptown funk gon' give it to you
'Cause uptown funk gon' give it to you
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me just watch (Come on)
Doh
Doh doh doh, doh doh doh, doh doh (Hah!)
Don't believe me just watch
Doh
Doh doh doh, doh doh doh, doh doh (Hah!)
Don't believe me just watch
Don't believe me just watch
Don't believe me just watch
Don't believe me just watch
Hey, hey, hey, oh!
Stop
Wait a minute
Fill my cup put some liquor in it
Take a sip, sign the check
Julio, get the stretch!
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar of Skippy
I'm too hot (hot damn)
Call the police and the fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (hot damn, hot damn)
Bitch, say my name you know who I am
I'm too hot (hot damn)
And my band 'bout that money
Break it down...
Girls hit your hallelujah (ooh)
Girls hit your hallelujah (ooh)
Girls hit your hallelujah (ooh)
'Cause uptown funk gon' give it to you
'Cause uptown funk gon' give it to you
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me just watch (come on)
Doh
Doh doh doh, doh doh doh, doh doh (Hah!)
Don't believe me just watch
Doh
Doh doh doh, doh doh doh, doh doh (Hah!)
Don't believe me just watch
Don't believe me just watch
Don't believe me just watch
Don't believe me just watch
Hey, hey, hey, oh!
Before we leave
Let me tell y'all a little something
Uptown funk you up, uptown funk you up
Uptown funk you up, uptown funk you up, uh
I said uptown funk you up, uptown funk you up
Uptown funk you up, uptown funk you up
Come on, dance
Jump on it
If you sexy then flaunt it
If you freaky then own it
Don't brag about it, come show me
Come on, dance
Jump on it
If you sexy then flaunt it
Well it's Saturday night and we in the spot
Don't believe me just watch (come on)
Doh
Doh doh doh, doh doh doh, doh doh (Hah!)
Don't believe me just watch
Doh
Doh doh doh, doh doh doh, doh doh (Hah!)
Don't believe me just watch
Don't believe me just watch
Don't believe me just watch
Don't believe me just watch
Hey, hey, hey, oh!
Uptown funk you up, uptown funk you up (say whaa?!)
Uptown funk you up, uptown funk you up
Uptown funk you up, uptown funk you up (say whaa?!)
Uptown funk you up, uptown funk you up
Uptown funk you up, uptown funk you up (say whaa?!)
Uptown funk you up, uptown funk you up
Uptown funk you up, uptown funk you up (say whaa?!)
Uptown funk you up
Aaaaaaow!
"
2,Thinking Out Loud,Ed Sheeran,2015,Ed Sheeran,https://www.azlyrics.com/lyrics/edsheeran/thinkingoutloud.html,"

When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And, darling, I will be loving you 'til we're 70
And, baby, my heart could still fall as hard at 23
And I'm thinking 'bout how people fall in love in mysterious ways
Maybe just the touch of a hand
Well, me—I fall in love with you every single day
And I just wanna tell you I am
So, honey, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
Maybe we found love right where we are
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way (mmm...)
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And, baby, your smile's forever in my mind and memory
I'm thinking 'bout how people fall in love in mysterious ways
Maybe it's all part of a plan
Well, I'll just keep on making the same mistakes
Hoping that you'll understand
That, baby, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
Thinking out loud
Maybe we found love right where we are (oh, oh)
La, la, la, la, la, la, la, la, lo-ud
So, baby, now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh, darling, place your head on my beating heart
I'm thinking out loud
But maybe we found love right where we are
Oh, baby, we found love right where we are
And we found love right where we are
"
3,See You Again,Wiz Khalifa Featuring Charlie Puth,2015,Wiz Khalifa,https://www.azlyrics.com/lyrics/wizkhalifa/seeyouagain.html,"

[Charlie Puth:]
It's been a long day without you, my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again
(Hey)[Wiz Khalifa:]
Damn, who knew?
All the planes we flew
Good things we've been through
That I'll be standing right here talking to you
'Bout another path
I know we loved to hit the road and laugh
But something told me that it wouldn't last
Had to switch up
Look at things different, see the bigger picture
Those were the days
Hard work forever pays
Now I see you in a better place (see you in a better place)
Uh
How can we not talk about family when family's all that we got?
Everything I went through you were standing there by my side
And now you gon' be with me for the last ride[Charlie Puth:]
It's been a long day without you, my friend
And I'll tell you all about it when I see you again (I see you again)
We've come a long way (yeah, we came a long way) from where we began (you know we started)
Oh, I'll tell you all about it when I see you again (let me tell you)
When I see you again
(Aah oh, aah oh
Wooooh-oh-oh-oh-oh-oh)
Yeah[Wiz Khalifa:]
First you both go out your way
And the vibe is feeling strong
And what's small turn to a friendship
A friendship turn to a bond
And that bond will never be broken
The love will never get lost (and the love will never get lost)
And when brotherhood come first
Then the line will never be crossed
Established it on our own
When that line had to be drawn
And that line is what we reach
So remember me when I'm gone (remember me when I'm gone)
How can we not talk about family when family's all that we got?
Everything I went through you were standing there by my side
And now you gon' be with me for the last ride[Charlie Puth:]
So let the light guide your way, yeah
Hold every memory as you go
And every road you take, will always lead you home, home
It's been a long day without you, my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again
(Aah oh)
(Uh)
(Aah oh)
(Yeah)
(Wooooh-oh-oh-oh-oh-oh)
(Ya, ya)
When I see you again
(Uh)
See you again
(Wooooh-oh-oh-oh-oh-oh)
(Yeah, yeah, uh-huh)
When I see you again
"
4,Trap Queen,Fetty Wap,2015,Fetty Wap,https://www.azlyrics.com/lyrics/fettywap/trapqueen.html,"

RGF productions
Remy Boyz, yah-ah
1738
I'm like ""Hey, what's up? Hello""
Seen your pretty ass soon as you came in the door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remixing for low
She my trap queen, let her hit the bando
We be counting up, watch how far them bands go
We just set a goal, talking matching Lambos
At 56 a gram, 5 a 100 grams though
Man, I swear I love her, how she work the damn pole
Hit the strip club, we be letting bands go
Everybody hating, we just call them fans, though
In love with the money, I ain't never letting go
And I get high with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies with my baby, yeah
And I can ride with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies
I'm like, ""Hey, what's up? Hello""
I hit the strip with my trap queen, 'cause all we know is bands
I just might snatch up a 'Rari and buy my boo a Lamb'
I might just snatch her a necklace, drop a couple on a ring
She ain't wanting for nothing because I got her everything
It's big ZooWap from the bando
Remind me where I can't go
Remy Boyz got the stamp though
Count up hella them bands though
Boy how far can your bands go?
Fetty Wap, I'm living fifty thousand K how I stand though
If you checking for my pockets I'm like…
And I get high with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies with my baby, yeah
And I can ride with my baby
I just left the mall, I'm getting fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cooking pies
I'm like, ""Hey, what's up? Hello""
Seen yo pretty ass soon as you came in the door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remixing for low
She my trap queen, let her hit the bando
We be counting up, watch how far them bands go
We just set a goal, talking matching Lambos
At 56 a gram, 5 a 100 grams though
Man, I swear I love her how she work the damn pole
Hit the strip club, we be letting bands go
Everybody hating, we just call them fans though
In love with the money, I ain't never letting go
I be smoking dope and you know Backwoods what I roll
Remy Boyz, Fetty eating shit up, that's fasho
I'll run in ya house, then I'll fuck your hoe
'Cause Remy Boyz or nothing
Re-Re-Remy Boyz or nothing[Nitt Da Gritt:]
(She my trap queen)
Yeah, you hear my boy
(She my trap queen)
Sounding like a zillion bucks on the track
(She my trap queen)
I got whatever on my boy, whatever
(And I get high with my baby)
Put your money where your mouth is
Money on the wood make the game go good
Money out of sight cause fights
Put up or shut up, huh?
Nitt Da Gritt, RGF Productions
(ZooWap)
"
5,Sugar,Maroon 5,2015,Maroon 5,https://www.azlyrics.com/lyrics/maroon5/sugar.html,"

I'm hurting, baby, I'm broken down
I need your loving, loving
I need it now
When I'm without you
I'm something weak
You got me begging, begging
I'm on my knees[Pre-Chorus:]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away, ooh, baby,
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste[Chorus:]
Your sugar
Yes, please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving
Make it alright
Need a little sweetness in my life
Your sugar
Yes, please
Won't you come and put it down on me?
My broken pieces
You pick them up
Don't leave me hanging, hanging
Come give me some
When I'm without ya
I'm so insecure
You are the one thing, one thing
I'm living for[Pre-Chorus:]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away, ooh, baby,
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste[Chorus:]
Your sugar
Yes, please
Won't you come and put it down on me?
I'm right here,
'Cause I need
Little love, a little sympathy
Yeah, you show me good loving
Make it alright
Need a little sweetness in my life
Your sugar! (sugar!)
Yes, please (yes, please)
Won't you come and put it down on me?
Yeah
I want that red velvet
I want that sugar sweet
Don't let nobody touch it
Unless that somebody's me
I gotta be your man
There ain't no other way
'Cause girl you're hotter than a southern California day
I don't wanna play no games
You don't gotta be afraid
Don't give me all that shy shit
No make-up on
That's my[Chorus:]
Sugar
Yes, please (please)
Won't you come and put it down on me (down on me)?
I'm right here (right here), 'cause I need ('cause I need)
Little love, a little sympathy
So, baby, (yeah) you show me good loving
Make it alright
Need a little sweetness in my life
Your sugar! (sugar!)
Yes, please (yes, please)
Won't you come and put it down on me?[Chorus:]
Sugar
Yes, please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving
Make it alright
Need a little sweetness in my life
Your sugar! (sugar!)
Yes, please (yes, please)
Won't you come and put it down on me? (down on me, down on me)
"
6,Shut Up And Dance,WALK THE MOON,2015,WALK THE MOON,https://www.azlyrics.com/lyrics/walkthemoon/shutupanddance.html,"

""Oh don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me!""
This woman is my destiny
She said, ""Ooh-ooh-hoo
Shut up and dance with me""
We were victims of the night
The chemical, physical, kryptonite
Helpless to the bass and the fading light
Oh, we were bound to get together
Bound to get together
She took my arm
I don't know how it happened
We took the floor and she said
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me!""
This woman is my destiny
She said, ""Ooh-ooh-hoo
Shut up and dance with me""
A backless dress and some beat up sneaks
My discothèque, Juliet teenage dream
I felt it in my chest as she looked at me
I knew we were bound to be together
Bound to be together
She took my arm
I don't know how it happened
We took the floor and she said
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me!""
This woman is my destiny
She said, ""Ooh-ooh-hoo
Shut up and dance with me""
Oh, come on girl
Deep in her eyes
I think I see the future
I realize this is my last chance
She took my arm
I don't know how it happened
We took the floor and she said
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me!""
This woman is my destiny
She said, ""Ooh-ooh-hoo
Shut up and dance!""
""Don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me!""
This woman is my destiny
She said, ""Ooh-ooh-hoo
Shut up and dance with me""
Ooh-ooh-hoo, shut up and dance with me
Ooh-ooh-hoo, shut up and dance with me
"
7,Blank Space,Taylor Swift,2015,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/blankspace.html,"

Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there and I thought
Oh my God, look at that face
You look like my next mistake
Love's a game, wanna play?
New money, suit and tie
I can read you like a magazine
Ain't it funny, rumors fly
And I know you heard about me
So hey, let's be friends
I'm dying to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the King, baby, I'm your Queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come, oh no
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessing like
""Oh my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
Boys only want love if it's torture
Don't say I didn't say, I didn't warn ya
Boys only want love if it's torture
Don't say I didn't say, I didn't warn ya
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
"
8,Watch Me,Silento,2015,Silento,https://www.azlyrics.com/lyrics/silento/watchmewhipnaenae.html,"

You already know who it is
Silentó
Silentó
Silentó
Gonna do it for me
Now watch me whip (Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip whip
Watch me nae nae (Want me do it?)
Now watch me whip (Kill it!)
Watch me nae nae (Okay!)
Now watch me whip whip
Watch me nae nae (Can you do it?)
Now watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Do the stanky leg (stank)
Do the stanky leg (stank stank)
Do the stanky leg (stank)
Do the stanky leg (stank stank)
Do the stanky leg (stank)
Do the stanky leg (stank stank)
Do the stanky leg (stank)
Do the stanky leg (stank stank)
Now break your legs (break 'em, break 'em)
Break your legs (break 'em dog)
Tell 'em ""break your legs"" (break 'em, break 'em)
Break your legs (break 'em dog)
Tell 'em ""break your legs"" (break 'em, break 'em)
Break your legs (break 'em dog)
Tell 'em ""break your legs"" (break 'em, break 'em)
Break your legs (break 'em dog)
Now watch me
Bop bop bop bop bop bop bop bop bop
Now watch me
Bop bop bop bop bop bop bop bop bop
Now watch me whip (Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip whip
Watch me nae nae (Want me do it?)
Now watch me whip (Kill it!)
Watch me nae nae (Okay!)
Now watch me whip whip
Watch me nae nae (Can you do it?)
Now watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Now watch me yule (Soulja)
Now watch me superman (okay!)
Now watch me yule (Soulja)
Now watch me superman (okay!)
Now watch me yule (Soulja)
Now watch me superman (okay!)
Now watch me yule (Soulja)
Now watch me superman (okay!)
Now watch me duff, duff, duff, duff, duff, duff, duff, duff (Hold on)
Now watch me duff, duff, duff, duff, duff, duff, duff, duff, duff
Now watch me
Bop bop bop bop bop bop bop bop bop
Now watch me
Bop bop bop bop bop bop bop bop bop
Now watch me whip (Kill it!)
Now watch me nae nae (Okay!)
Now watch me whip whip
Watch me nae nae (Want me do it?)
Now watch me whip (Kill it!)
Watch me nae nae (Okay!)
Now watch me whip whip
Watch me nae nae (Can you do it?)
Now watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Ooh watch me, watch me
Ooh watch me, watch me
Ooh watch me, watch me
Ooh ooh ooh ooh
Crank dat
"
9,Earned It (Fifty Shades Of Grey),The Weeknd,2015,The Weeknd,NA,NA
10,The Hills,The Weeknd,2015,The Weeknd,https://www.azlyrics.com/lyrics/weeknd/thehills.html,"

Your man on the road, he doing promo
You said keep our business on the low-low
I'm just tryna get you out the friend zone
'Cause you look even better than the photos
I can't find your house, send me the info
Driving through the gated residential
Found out I was coming, sent your friends home
Keep on tryna hide it but your friends know
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe
I'ma let you know and keep it simple
Tryna keep it up, don't seem so simple
I just fucked two bitches 'fore I saw you
You gon' have to do it at my tempo
Always tryna send me off to rehab
Drugs started feeling like it's decaf
I'm just tryna live life for the moment
And all these motherfuckers want a relapse
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe
Hills have eyes, the hills have eyes
Who are you to judge, who are you to judge?
Hide your lies, girl, hide your lies
Only you to trust, only you
I only call you when it's half past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe
What about love? What about love?[Translated in Amharic (Ethiopian language):
እወዲሃለወ
የኔ ቆንጆ
እወዲሃለወ
የኔ ፍቅር ፍቅር ፍቅር ፍቅር ፍቅር
የኔ ፍቅር ፍቅር ፍቅር ፍቅር ፍቅር][English transliteration:
Ewedihalehu
Yene konjo,
Ewedihalehu
Yene fikir, fikir, fikir, fikir
Yene fikir, fikir, fikir, fikir][English Translation:
I love you
My beautiful one
I love you
My love, love, love, love, love
My love, love, love, love, love]
"
11,Cheerleader,OMI,2015,OMI,https://www.azlyrics.com/lyrics/omi/cheerleaderfelixjaehnremix.html,"

[Verse 1:]
When I need motivation
My one solution is my queen
'Cause she stays strong
Yeah, yeah
She is always in my corner
Right there when I want her
All these other girls are tempting
But I'm empty when you're gone
And they say[Pre-chorus:]
Do you need me?
Do you think I'm pretty?
Do I make you feel like cheating?
I'm like no, not really 'cause[Chorus:]
Oh, I think that I've found myself a cheerleader
She is always right there when I need her
Oh, I think that I've found myself a cheerleader
She is always right there when I need her[Verse 2:]
She walks like a model
She grants my wishes
Like a genie in a bottle
Yeah, yeah
'Cause I'm the wizard of love
And I got the magic wand
All these other girls are tempting
But I'm empty when you're gone
And they say[Pre-chorus:]
Do you need me?
Do you think I'm pretty?
Do I make you feel like cheating?
I'm like no, not really 'cause[Chorus:]
Oh, I think that I've found myself a cheerleader
She is always right there when I need her
Oh, I think that I've found myself a cheerleader
She is always right there when I need her[Instrumental break][Bridge:]
She gives me love and affection
Baby, did I mention
You're the only girl for me
No, I don't need a next one
Mama loves you too
She thinks I made the right selection
Now all that's left to do
Is just for me to pop the question[Chorus:]
Oh, I think that I've found myself a cheerleader
She is always right there when I need her
Oh, I think that I've found myself a cheerleader
She is always right there when I need her
"
12,Can't Feel My Face,The Weeknd,2015,The Weeknd,https://www.azlyrics.com/lyrics/amityaffliction/cantfeelmyface.html,NA
13,Love Me Like You Do,Ellie Goulding,2015,Ellie Goulding,https://www.azlyrics.com/lyrics/elliegoulding/lovemelikeyoudo.html,NA
14,Take Me To Church,Hozier,2015,Hozier,https://www.azlyrics.com/lyrics/hozier/takemetochurch.html,NA
15,Bad Blood,Taylor Swift Featuring Kendrick Lamar,2015,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/badblood.html,NA
16,Lean On,Major Lazer & DJ Snake Featuring MO,2015,Major Lazer,https://www.azlyrics.com/lyrics/majorlazer/leanon.html,NA
17,Want To Want Me,Jason Derulo,2015,Jason Derulo,https://www.azlyrics.com/lyrics/jasonderulo/wanttowantme.html,NA
18,Shake It Off,Taylor Swift,2015,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/shakeitoff.html,NA
19,Where Are U Now,Skrillex & Diplo With Justin Bieber,2015,Skrillex,NA,NA
20,Fight Song,Rachel Platten,2015,Rachel Platten,https://www.azlyrics.com/lyrics/rachelplatten/fightsong.html,NA
21,679,Fetty Wap Featuring Remy Boyz,2015,Fetty Wap,https://www.azlyrics.com/lyrics/fettywap/679-monty.html,NA
22,Lips Are Movin,Meghan Trainor,2015,Meghan Trainor,https://www.azlyrics.com/lyrics/meghantrainor/lipsaremoving.html,NA
23,Worth It,Fifth Harmony Featuring Kid Ink,2015,Fifth Harmony,https://www.azlyrics.com/lyrics/fifthharmony/worthit.html,NA
24,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,2015,Omarion,https://www.azlyrics.com/lyrics/omarion/posttobe.html,NA
